Country,City,AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Russian Federation,Kalyazin,24,24,0,19
Ukraine,Kalynivka,78,36,1,78
Cambodia,Kampot,59,27,0,59
Pakistan,Kamra,135,135,1,86
India,Kandhla,500,53,8,500
Finland,Kangasala,30,30,2,14
China,Kangshan,201,201,4,142
India,Karambakkudi,84,40,1,84
India,Kargil,23,21,0,23
India,Kartarpur,168,168,2,146
India,Katol,144,36,0,144
Russian Federation,Kavkazskaya,38,37,1,38
Japan,Kawaguchi,75,75,1,34
United States of America,Kearns,54,6,14,54
Hungary,Kecskemet,65,27,2,65
Belgium,Keerbergen,39,23,5,39
Turkey,Kemalpasa,37,31,5,37
United States of America,Kerrville,36,20,1,36
United States of America,Kettering,53,31,6,53
India,Khammam,112,29,2,112
India,Khandwa,130,31,0,130
Italy,Marsciano,40,40,2,23
France,Marseille,59,37,6,59
United States of America,Mashpee,29,29,2,17
Uganda,Masindi,62,17,0,62
Malaysia,Masjid Tanah,79,36,0,79
Chad,Massakory,65,23,1,65
United Republic of Tanzania,Matai,19,19,0,19
Tunisia,Matir,57,57,1,53
Germany,Maxhutte Haidhof,44,35,2,44
Philippines,Medellin,78,31,0,78
Cuba,Media Luna,56,25,1,56
Senegal,Mekhe,171,20,3,171
Colombia,Melgar,121,7,8,121
Argentina,Mercedes,14,14,0,3
United States of America,Merriam,95,23,10,95
United States of America,Merrill,52,33,3,52
Hungary,Mezokovesd,67,36,2,67
Netherlands,Middelharnis,34,34,2,32
Turkey,Midyat,72,42,1,72
Brazil,Miguel Alves,47,7,1,47
Uruguay,Minas,22,19,0,22
Brazil,Miranorte,41,11,0,41
India,Misrikh,178,178,2,170
India,Moga,159,134,1,159
Italy,Mogliano Veneto,89,33,5,89
Indonesia,Mojoagung,155,91,2,155
Japan,Mombetsu,36,36,0,28
Philippines,Montalban,70,23,2,70
France,Montauban,32,32,2,32
France,Montigny Le Bretonneux,62,17,7,62
Hungary,Mor,61,39,1,61
Bangladesh,Morrelganj,142,48,2,142
Belgium,Mortsel,40,29,3,40
United States of America,Moscow,30,19,4,30
India,Mudhol,73,24,0,73
Italy,Muggio,104,34,6,104
Germany,Mulheim Karlich,51,23,4,51
Mexico,Muna,59,21,1,59
Poland,Myslowice,106,28,8,106
India,Nandurbar,140,29,0,140
India,Nangloi Jat,334,113,3,326
Mexico,Naranjos,92,34,1,92
India,Naravarikuppam,118,27,2,118
Italy,Nardo,54,54,2,18
Pakistan,Narowal,164,164,1,138
India,Nawa,195,36,0,195
India,Nazira,62,34,1,62
Romania,Nehoiu,52,40,0,52
Germany,Neustadt,33,33,0,32
United States of America,New Lenox,54,30,11,54
,New Waterford,20,18,9,20
United Kingdom of Great Britain and Northern Ireland,Newburn,31,31,2,21
United Kingdom of Great Britain and Northern Ireland,Newbury,50,22,7,50
Republic of Moldova,Nisporeni,53,36,1,53
Japan,Nisshin,44,44,1,16
Russian Federation,Nizhniye Sergi,37,35,0,37
Germany,Nohfelden,54,30,3,54
India,Khargapur,197,42,0,197
India,Kharhial,161,32,1,161
India,Khategaon,157,36,0,157
India,Kheda,158,38,0,158
Thailand,Khiri Mat,81,23,0,81
Sudan,Kinanah,54,21,0,54
United States of America,Kingsgate,58,17,15,58
,Kingstown,163,25,0,163
India,Kinwat,151,33,0,151
India,Kishangarh,409,44,0,356
Hungary,Kiskunfelegyhaza,71,40,1,71
United States of America,Klamath Falls,40,7,6,40
India,Kodarma,186,108,1,186
Pakistan,Kohat,101,62,0,101
South Africa,Koppies,191,9,18,191
China,Korla,160,45,0,160
Russian Federation,Kormilovka,38,38,0,15
Ukraine,Korostyshiv,89,39,0,89
Guinea,Kouroussa,56,13,0,56
Bulgaria,Kozloduj,51,35,2,51
United States of America,Littleton,74,8,13,74
Italy,Lizzano,48,48,3,36
Bolivia (Plurinational State of),Llallagua,12,12,0,11
United States of America,Lochearn,42,28,10,42
India,Lohardaga,185,55,0,185
Finland,Lohja,27,27,4,19
Myanmar,Loikaw,15,15,0,10
Italy,Lonate Pozzolo,82,42,2,82
Russian Federation,Lopatinskiy,33,33,2,24
Chile,Lota,67,10,8,67
Angola,Lubango,40,14,0,40
Germany,Lubeck,33,33,1,32
Democratic Republic of the Congo,Luebo,90,20,0,90
India,Lumding,43,21,0,43
Belgium,Maasmechelen,44,24,4,44
Colombia,Magangue,35,15,1,35
India,Mahendragarh,500,42,0,435
India,Mahesana,170,33,0,170
Turkey,Malatya,55,29,0,55
Turkey,Malazgirt,47,36,0,47
Philippines,Manay,25,15,0,25
India,Mandvi,150,27,0,150
Philippines,Manibaug,65,22,1,65
India,Manohar Thana,168,42,0,168
Kingdom of Eswatini,Manzini,75,15,1,75
Ukraine,Krasnodon,37,37,0,13
Afghanistan,Kuhestan,151,41,0,151
India,Kunigal,50,21,0,50
Switzerland,Kusnacht,112,27,3,112
Peru,La Arena,49,23,0,49
Spain,La Carolina,34,17,3,34
Spain,La Garriga,49,30,5,49
Mexico,La Joya,109,5,9,109
Spain,La Llagosta,53,26,7,53
United States of America,Lady Lake,72,7,14,72
Malaysia,Lahad Datu,48,15,0,48
India,Lakhimpur,190,190,1,164
India,Lalgudi,54,27,0,54
Indonesia,Lamongan,167,123,1,167
Belgium,Lanaken,43,25,4,43
France,Lannion,41,26,4,41
Italy,Lanuvio,40,40,2,20
Mexico,Las Margaritas,61,8,4,61
Italy,Lastra A Signa,35,35,3,17
France,Le Blanc Mesnil,60,20,6,60
France,Le Tampon,62,26,1,62
Portugal,Leca Do Bailio,28,28,2,20
Belgium,Lede,42,28,4,42
Italy,Lentini,67,36,3,67
United States of America,Leominster,30,30,3,22
Mexico,Leon,50,14,3,50
Bulgaria,Levski,52,36,1,52
China,Liancheng,58,28,2,58
United States of America,Lighthouse Point,58,14,10,58
Malawi,Lilongwe,33,19,0,33
Pakistan,Kanganpur,175,145,1,175
Nigeria,Kano,138,25,4,138
India,Kapasan,162,38,0,162
Russian Federation,Karabash,36,36,0,33
India,Karamadai,44,23,0,44
Indonesia,Karang Tengah,105,59,1,105
India,Karauli,213,43,0,213
India,Kareli,169,36,0,169
India,Karhal,265,91,1,265
United States of America,Kaukauna,49,31,6,49
India,Kayankulam,68,24,0,68
Uzbekistan,Kegayli,69,39,0,69
Indonesia,Kembaran,54,29,1,54
Finland,Kerava,23,23,6,18
Poland,Jawor,63,24,3,63
France,Joigny,31,31,1,21
Sweden,Jonkoping,34,33,0,34
Germany,Jork,34,34,1,31
Peru,Juanjui,46,2,0,46
Brazil,Juazeiro Do Norte,32,11,2,32
Tunisia,Jundubah,58,48,1,58
China,Juye,176,176,5,129
Zambia,Kafue,36,16,0,36
United States of America,Mountlake Terrace,49,25,11,49
Morocco,Mrirt,59,16,4,59
India,Muktsar,180,151,1,180
Ireland,Mullingar,27,27,0,13
Pakistan,Multan,194,176,2,194
Ghana,Mumford,74,17,1,74
Japan,Murayama,35,35,1,13
Spain,Murcia,29,29,2,20
India,Musiri,54,25,0,54
United States of America,Muskego,58,18,21,58
India,Muvattupula,89,25,1,89
Netherlands,Naarden,42,35,1,42
Russian Federation,Nakhabino,36,25,7,36
India,Naldurg,91,25,0,91
,Nanakuli,30,27,0,30
China,Nantong,206,206,9,167
Hungary,Jaszbereny,67,38,2,67
France,Jeumont,51,22,5,51
Pakistan,Johi,162,37,0,162
India,Kachhwa,187,106,1,187
India,Kalanaur,157,157,1,126
Pakistan,Lakhi,163,71,1,163
India,Lala,87,36,0,87
Thailand,Lang Suan,32,16,0,32
,Lavagna,55,38,2,55
France,Le Lamentin,85,25,0,85
United States of America,League City,45,22,5,45
Ukraine,Lebedyn,55,40,1,55
United States of America,Lennox,114,8,37,114
Slovakia,Levice,50,31,1,50
New Zealand,Levin,13,13,1,12
Brazil,Lima Duarte,88,7,8,88
Germany,Limburg,33,33,2,30
Sweden,Lindome,38,38,1,19
Italy,Lissone,33,33,2,23
United States of America,Lockhart,47,21,2,47
Pakistan,Lodhran,500,45,0,364
Germany,Lohmar,33,33,2,29
Portugal,Lordelo,40,22,4,40
Mexico,Los Reyes Acozac,195,5,15,195
China,Loudi,99,99,5,97
China,Luan,183,183,2,115
Angola,Luena,66,22,0,66
Philippines,Lun,15,15,0,15
Belarus,Lyuban,52,28,1,52
Russian Federation,Lyudinovo,70,23,2,70
Netherlands,Maassluis,38,27,4,38
Guinea,Macenta,32,14,0,32
United States of America,Machesney Park,72,0,10,72
Pakistan,Mailsi,500,45,0,386
Germany,Mainburg,29,28,1,29
Indonesia,Malang,67,36,0,67
Philippines,Malaya,57,25,1,57
United Republic of Tanzania,Malinyi,31,11,0,31
India,Manamadurai,60,37,0,60
Philippines,Manapla,54,22,0,54
Italy,Manfredonia,49,49,0,36
India,Manmad,148,32,0,148
Spain,Maracena,32,32,1,15
Philippines,Margosatubig,17,16,0,17
Russian Federation,Kotelnich,33,33,0,10
Russian Federation,Krasnodar,44,44,4,31
Russian Federation,Krasnogorsk,61,24,10,61
Russian Federation,Krasnokamsk,25,25,0,19
Netherlands,Krimpen,39,27,5,39
Norway,Kristiansand,52,34,1,52
Thailand,Kumphawapi,57,24,0,57
Pakistan,Kunjah,191,163,1,191
Germany,Kunzelsau,28,28,2,25
India,Kurinjippadi,85,40,1,85
Russian Federation,Kurtamysh,31,31,0,31
Indonesia,Kutoarjo,58,28,0,58
Belgium,Kuurne,38,23,3,38
France,La Baule Escoublac,33,33,0,21
France,La Madeleine,38,23,3,38
Mexico,La Piedad,52,6,5,52
,Ladispoli,48,48,2,34
Nigeria,Lafiagi,79,27,0,79
Portugal,Marinha Grande,40,29,1,40
Russian Federation,Markha,36,36,0,24
Morocco,Martil,39,39,4,38
Iran (Islamic Republic of),Masjed E Soleyman,151,61,0,151
Azerbaijan,Mastaga,70,38,0,70
Pakistan,Mastung,102,43,0,102
Indonesia,Mataram,34,25,0,34
Egypt,Matay,110,71,3,110
China,Matou,111,42,8,111
United States of America,Matteson,77,10,27,77
India,Mavur,66,25,0,66
Brazil,Medeiros Neto,52,6,1,52
Guatemala,Melchor De Mencos,55,12,0,55
Italy,Melegnano,44,33,3,44
Indonesia,Mertoyudan,66,32,1,66
,Dong Hoi,55,26,0,55
China,Dongying,110,110,1,59
India,Doraha,467,102,1,400
Germany,Dreieich,37,37,1,30
Indonesia,Driyorejo,157,84,2,157
United Kingdom of Great Britain and Northern Ireland,Dronfield,39,31,1,39
India,Dumjor,179,102,4,179
Hungary,Dunaharaszti,51,27,2,51
Hungary,Dunaujvaros,52,27,2,52
United Kingdom of Great Britain and Northern Ireland,East Grinstead,36,27,3,36
United Kingdom of Great Britain and Northern Ireland,Ebbw Vale,50,29,1,50
United States of America,Ecorse,51,28,9,51
Ecuador,El Carmen,79,5,9,79
Venezuela (Bolivarian Republic of),El Hatillo,48,18,5,48
Spain,El Prat De Llobregat,57,30,6,57
Guatemala,El Quetzal,99,11,11,99
Spain,Elgoibar,32,32,0,21
United States of America,Elko,24,24,2,17
Germany,Elmshorn,32,32,2,26
Brazil,Eloi Mendes,51,7,4,51
India,Elur,72,26,0,72
United States of America,Enumclaw,29,29,2,23
Iran (Islamic Republic of),Eqbaliyeh,172,172,4,150
Mongolia,Erdenet,81,34,0,81
Spain,Ermua,32,32,1,22
Turkey,Erzurum,74,40,0,74
Kazakhstan,Esik,130,30,0,130
Brazil,Esperantina,55,1,3,55
Belgium,Essen,38,28,4,38
Spain,Estepa,31,31,2,25
Mexico,Etzatlan,56,1,5,56
Italy,Fabriano,40,40,1,30
United States of America,Fairview Heights,45,32,8,45
Pakistan,Faisalabad,301,82,1,301
United States of America,Falls Church,59,41,5,59
United Kingdom of Great Britain and Northern Ireland,Falmouth,78,37,0,78
France,Fameck,28,27,2,28
Italy,Fano,44,44,0,33
Brazil,Feijo,13,2,0,13
Brazil,Feira Nova,51,12,4,51
Germany,Fellbach,30,30,2,26
Malta,Fgura,49,49,0,47
France,Fontenay Le Fleury,46,19,4,46
India,Forbesganj,217,103,1,217
Italy,Forlimpopoli,38,38,1,36
Argentina,Formosa,32,13,0,32
United States of America,Fort Atkinson,64,5,15,64
United States of America,Fort Morgan,58,24,4,58
Rwanda,Gisenyi,157,17,2,157
United States of America,Gladeview,84,9,15,84
United States of America,Goodings Grove,78,9,28,78
Turkey,Gorele,31,31,0,28
Netherlands,Gorinchem,40,28,4,40
Sweden,Goteborg,38,38,1,19
France,Goussainville,51,21,5,51
United States of America,Grand Junction,43,17,4,43
Portugal,Grandola,37,28,1,37
France,Grasse,72,34,3,72
United States of America,Greeneville,66,12,15,66
United States of America,Greenwood Village,75,5,14,75
Denmark,Greve Strand,39,39,0,19
Colombia,Guacari,44,8,3,44
Brazil,Guapiacu,57,6,2,57
Ecuador,Guaranda,59,1,6,59
Portugal,Guarda,32,25,1,32
Italy,Guastalla,85,27,6,85
Senegal,Guinguineo,150,24,2,150
China,Guiyang,99,41,6,99
Germany,Gummersbach,34,34,2,27
Germany,Hille,37,37,1,24
Haiti,Hinche,144,4,12,144
United States of America,Hollins,64,29,4,64
Sri Lanka,Homagama,58,27,1,58
Germany,Homburg,31,25,3,31
China,Hongan,129,129,3,78
United States of America,Hot Springs,72,17,7,72
China,Houlung,62,56,4,62
China,Huadian,70,28,2,70
China,Huangchuan,159,159,2,94
Mexico,Huatusco,95,8,11,95
Germany,Huckelhoven,34,33,2,34
China,Huinan,68,29,2,68
China,Huizhou,124,44,7,124
Mexico,Hunucma,36,23,1,36
Egypt,Hurghada,70,63,1,70
Germany,Husum,32,32,2,24
Poland,Gdansk,33,33,1,33
Netherlands,Geldermalsen,39,29,4,39
Romania,Gheorgheni,61,40,0,61
Malaysia,Gurun,54,47,0,54
India,Gwalior,174,46,0,174
Japan,Haibara,40,40,2,33
India,Hailakandi,89,36,1,89
United States of America,Hallandale Beach,83,11,12,83
Sweden,Halmstad,38,38,0,20
Germany,Hameln,37,37,1,24
Germany,Hamminkeln,34,28,4,34
India,Hardoi,417,49,1,323
Hungary,Hatvan,38,32,1,38
United States of America,Havelock,53,45,1,53
Japan,Hayato,48,48,1,33
Ukraine,Hayvoron,64,44,0,64
United States of America,Healdsburg,31,31,1,26
Germany,Herrenberg,32,32,1,26
China,Heyang,174,38,23,174
Netherlands,Heythuysen,35,33,2,35
United States of America,Hialeah,93,6,17,93
Brazil,Fortaleza,25,7,1,25
France,Fougeres,29,29,1,17
United States of America,Frisco,56,20,7,56
Japan,Furukawa,38,38,0,14
Botswana,Gabane,31,18,0,31
India,Gajraula,500,55,1,500
Ethiopia,Gambela,69,15,0,69
Colombia,Garagoa,36,5,3,36
United States of America,Gardner,45,45,1,25
United States of America,Middleburg Heights,47,30,8,47
Poland,Mielec,61,27,2,61
Spain,Mieres,46,26,4,46
Russian Federation,Mikhaylovka,43,31,0,43
United Republic of Tanzania,Mikumi,26,16,0,26
Ecuador,Milagro,59,13,6,59
United States of America,Millcreek,44,21,8,44
United States of America,Milledgeville,72,16,10,72
Botswana,Mogoditshane,32,17,0,32
France,Moissy Cramayel,46,23,4,46
Germany,Mombris,35,35,1,29
Sri Lanka,Monaragala,46,32,0,46
Guatemala,Monjas,64,9,7,64
United States of America,Montebello,125,4,36,125
Brazil,Monteiro,24,13,0,24
France,Montgeron,50,22,5,50
France,Montigny Les Cormeilles,50,19,5,50
India,Mubarakpur,452,72,1,333
Nigeria,Mubi,48,21,0,48
China,Mujiayingzi,62,47,0,62
United Republic of Tanzania,Mungaa,30,16,0,30
Burundi,Muramvya,67,20,1,67
Brazil,Murici,42,14,2,42
United States of America,Muscle Shoals,54,19,6,54
Poland,Myslenice,52,28,1,52
India,Nadbai,209,44,0,209
India,Nagaur,500,35,0,426
India,Nagpur,152,41,0,152
India,Nainpur,153,38,0,153
Japan,Nakatsugawa,51,51,1,44
India,Nalbari,108,47,1,108
Mexico,Nanchital,64,23,2,64
India,Nanded,142,38,0,142
Pakistan,Nankana Sahib,356,100,1,354
United States of America,Narragansett,78,43,6,78
China,Nehe,39,39,0,18
United States of America,Nesconset,73,40,10,73
Germany,Netphen,34,34,2,28
,Nettuno,53,53,1,23
Germany,Neu Anspach,34,25,5,34
United States of America,New Haven,57,45,4,57
United States of America,New Iberia,39,20,4,39
United Kingdom of Great Britain and Northern Ireland,Newport,47,27,3,47
Indonesia,Ngaglik,60,29,1,60
United Republic of Tanzania,Ngara,64,14,1,64
United Republic of Tanzania,Ngorongoro,33,15,0,33
Russian Federation,Nikel,32,32,0,9
France,Nimes,39,37,0,39
France,Niort,32,32,1,18
Russian Federation,Nizhniy Lomov,51,31,0,51
Turkey,Nizip,112,47,0,112
Italy,Noci,55,55,0,42
Thailand,Phu Khieo,37,26,0,37
Thailand,Phuket,43,33,0,43
India,Phulera,291,41,0,291
United States of America,Pickerington,52,48,3,52
Italy,Pieve Di Soligo,61,37,4,61
India,Pindwara,192,33,0,192
China,Pingyi,151,151,2,97
Italy,Poggibonsi,58,47,3,58
Brazil,Pojuca,48,9,4,48
Italy,Pontinia,42,39,4,42
Brazil,Porangatu,29,6,1,29
Jamaica,Port Antonio,41,26,1,41
Canada,Powell River,28,28,0,12
Brazil,Presidente Bernardes,43,14,1,43
Russian Federation,Privolzhsk,32,32,1,29
Germany,Puchheim,52,35,4,52
,Puebloviejo,71,16,0,71
Chile,Punta Arenas,17,17,0,3
Venezuela (Bolivarian Republic of),Punta Cardon,37,22,1,37
Indonesia,Purwakarta,101,90,1,101
Belgium,Quaregnon,55,27,4,55
Italy,Quartucciu,54,36,3,54
Brazil,Quatis,88,0,7,88
Brazil,Quipapa,24,16,1,24
Poland,Radomsko,76,39,1,76
India,Raghunathpur,151,146,1,151
India,Ramapuram,61,26,0,61
United States of America,Olive Branch,65,28,4,65
Russian Federation,Onega,35,35,0,16
Romania,Onesti,37,37,0,16
Switzerland,Opfikon,43,23,5,43
United States of America,Oregon City,48,12,13,48
France,Orleans,71,24,4,71
United States of America,Ormond Beach,63,23,7,63
Sweden,Ornskoldsvik,27,27,0,10
Germany,Oschatz,64,39,1,64
Japan,Ota,28,24,3,28
Belgium,Overpelt,37,30,3,37
Italy,Ozieri,53,23,6,53
Uganda,Paidha,59,17,0,59
Thailand,Pakxan,53,27,0,53
Indonesia,Palembang,74,47,0,74
Italy,Palma Di Montechiaro,50,27,5,50
Indonesia,Pameungpeuk,97,70,1,97
India,Panagar,171,44,0,171
Philippines,Pantubig,62,23,1,62
India,Paonta Sahib,148,148,0,140
Central African Republic,Paoua,67,17,0,67
United States of America,Paradise Valley,51,19,15,51
Brazil,Paraibano,15,14,0,15
Bolivia (Plurinational State of),Patacamaya,20,7,1,20
India,Patan,69,22,0,69
United States of America,Patchogue,74,20,26,74
Russian Federation,Pavlovo,34,34,0,28
United States of America,Pearland,103,19,4,103
Brazil,Pedras De Fogo,32,18,1,32
China,Peitou,62,49,7,62
China,Pengcheng,200,200,7,163
Greece,Peraia,94,45,1,94
Italy,Pergine Valsugana,58,31,4,58
France,Pertuis,151,31,5,151
Brazil,Peruibe,156,2,21,156
Brazil,Petrolina,14,14,0,13
Russian Federation,Petushki,49,28,6,49
Germany,Pfullendorf,51,22,6,51
South Africa,Phalaborwa,49,31,0,49
China,Donghai,159,159,1,79
Netherlands,Dordrecht,30,30,3,20
Romania,Dorohoi,40,35,1,40
United States of America,Dracut,72,15,16,72
Greece,Drama,51,35,0,51
India,Dumka,85,85,1,61
Russian Federation,Dyurtyuli,37,26,0,37
United States of America,East Islip,87,14,33,87
United States of America,East Rockaway,109,16,31,109
Germany,Eberbach,56,35,4,56
Germany,Ebersbach,53,26,6,53
Germany,Eichenzell,69,38,2,69
Dominican Republic,El Seibo,57,19,3,57
Turkey,Elbistan,62,33,1,62
Kenya,Eldama Ravine,78,25,1,78
Brazil,Elias Fausto,90,7,8,90
Germany,Ellwangen,52,29,6,52
Norway,Elverum,30,30,0,26
Mexico,Empalme,56,30,1,56
Netherlands,Enschede,32,32,1,17
France,Epernay,53,23,3,53
Germany,Erbach,57,43,2,57
Germany,Erkelenz,45,35,2,45
United States of America,Erlanger,67,35,13,67
Portugal,Esmoriz,34,34,2,30
United States of America,Fernandina Beach,54,25,6,54
Niger,Filingue,65,21,1,65
United States of America,Finneytown,70,28,16,70
,Fiumicino,51,39,7,51
United States of America,Florham Park,105,12,26,105
Germany,Forchheim,59,36,4,59
Hungary,Fot,83,38,3,83
United Kingdom of Great Britain and Northern Ireland,Fraserburgh,33,33,1,9
Japan,Fujishiro,40,40,2,30
Mexico,Gabriel Leyva Solano,84,19,3,84
Côte d'Ivoire,Gagnoa,39,18,0,39
Brazil,Garanhuns,20,16,1,20
Italy,Garbagnate Milanese,75,29,8,75
United States of America,Garden Acres,32,30,7,32
Democratic Republic of the Congo,Gbadolite,39,10,0,39
India,Ghatal,154,107,2,154
Rwanda,Gikongoro,78,17,3,78
United Kingdom of Great Britain and Northern Ireland,Gillingham,32,32,2,16
India,Pipili,125,52,1,125
Brazil,Piracanjuba,30,12,1,30
Brazil,Pirajui,52,12,2,52
Iran (Islamic Republic of),Pishva,149,144,5,149
United States of America,Plattsburgh,43,12,5,43
Brazil,Poa,176,0,23,176
Afghanistan,Qunduz,117,44,0,117
India,Kharsia,160,46,4,160
Pakistan,Khushab,165,78,6,165
India,Khutar,154,14,12,154
Germany,Kiel,42,42,0,26
Rwanda,Kigali,107,29,1,107
Russian Federation,Kimry,35,35,0,15
Ghana,Kintampo,35,23,0,35
Hungary,Kiskunhalas,58,58,0,54
Uganda,Kitgum,51,15,0,51
Papua New Guinea,Kiunga,19,14,0,19
Japan,Kizu,88,13,16,88
Lithuania,Klaipeda,35,35,0,25
India,Kodala,109,47,2,109
Mali,Kolondieba,43,21,0,43
Russian Federation,Konosha,28,28,0,11
Slovenia,Koper,81,49,0,81
India,Koratla,174,44,4,174
Belgium,Kortenberg,53,38,2,53
Poland,Koscian,41,41,0,32
India,Kosgi,117,40,5,117
Russian Federation,Krasnogvardeyskoye,48,48,0,19
Poland,Kudowa Zdroj,61,41,0,61
Russian Federation,Kudymkar,43,39,0,43
India,Kukshi,128,35,2,128
India,Kulpahar,168,125,2,168
Turkey,Kumluca,70,70,0,44
Russian Federation,Kurskaya,40,40,2,30
Venezuela (Bolivarian Republic of),La Asuncion,45,25,0,45
Myanmar,Labutta,30,30,0,28
China,Laizhou,124,124,7,111
United States of America,Lake Havasu City,66,28,1,66
India,Lalpur,55,21,1,55
United States of America,Laramie,35,35,0,8
Brazil,Laranjal Paulista,78,33,1,78
France,Lattes,48,48,0,29
France,Laxou,75,54,0,75
Mauritius,Le Hochet,55,27,0,55
France,Le Petit Quevilly,57,44,0,57
Italy,Legnago,84,62,0,84
United Kingdom of Great Britain and Northern Ireland,Leighton Buzzard,32,29,1,32
Austria,Leoben,63,39,0,63
South Sudan,Ler,75,10,0,75
Indonesia,Leuwiliang,264,8,52,264
France,Levallois Perret,70,44,1,70
Belgium,Liege,56,41,1,56
Pakistan,Liliani,169,69,8,169
France,Limeil Brevannes,73,45,1,73
Costa Rica,Limon,51,24,0,51
United States of America,Lino Lakes,50,32,1,50
Brazil,Lins,60,29,0,60
Brazil,Londrina,35,17,0,35
France,Longuenesse,35,35,0,31
United States of America,Los Angeles,116,19,25,116
Spain,Los Barrios,45,45,0,28
Germany,Lugde,44,44,0,43
China,Lukang,150,18,44,150
United Kingdom of Great Britain and Northern Ireland,Luton,34,30,1,34
Brazil,Macatuba,67,21,1,67
Italy,Macerata,76,59,0,76
China,Shenzhen,154,2,28,154
China,Shihezi,97,25,6,97
China,Shitanjing,218,38,5,218
Kazakhstan,Shu,61,29,1,61
Russian Federation,Shushenskoye,27,13,2,27
Indonesia,Sidareja,189,7,25,189
United States of America,Sierra Madre,148,18,23,148
United States of America,Sierra Vista,61,21,3,61
Latvia,Sigulda,35,35,0,17
